,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
samples,2.473259450636379,2.5954709862371605,2.696739653820191,2.7034007620997347,2.678262997937154,2.6722759042115274,2.6366439132924424,2.658558849507903,2.6247399642071922,2.606513190468087,2.6414601636856783,2.572455242747175,2.6167675917392175,2.628897775332612,2.6758810807869957,2.631806131875865,2.6081785480675697,2.7560583621316885,2.758564922577755,2.610755794699742
tsme,0.4402350135966315,0.4921462418540213,0.531437137128242,0.5487739615400342,0.6484602958345992,0.41854955537054594,0.4745022781611683,0.559333849232494,0.4553881306913169,0.45970023933901455,0.4497969964221731,0.5985331917572835,0.44649401147759615,0.524100571872724,0.4437707084952977,0.5097682509948662,0.4654869727406305,0.43692745632654545,0.5626345503111909,0.5409695784511674
yx19,2.374844735349494,2.4942231216112316,2.594025078774689,2.60693613868804,2.563837458393751,2.571669099743416,2.5381905230381774,2.5532852548350635,2.51859353553389,2.5062882697724334,2.5344120630860796,2.460821689792786,2.510182938648273,2.5160838999611337,2.5759942733777397,2.527769326468139,2.498141406393829,2.650796138310735,2.6593144611024147,2.4994820601523893
cf18,2.458151987580736,2.5664571396824387,2.6802438744666386,2.6819630846191393,2.6650635714488558,2.6555467028749873,2.6236365147932266,2.6401662612364163,2.6106450429625525,2.591147434099211,2.622733632722947,2.551760599733858,2.5966332697169947,2.6039562419766833,2.656966431368193,2.616063631827806,2.586512917408613,2.7368662724565938,2.74247590062419,2.59500879504145
