,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
samples,0.03956398188836203,0.037061060381051066,0.038068108858796364,0.04041178786031743,0.03974895980357997,0.04504208449901346,0.040502825549382566,0.036729352293430315,0.041481502383993674,0.038678823527791596,0.041569697716698516,0.03891430973614575,0.03842357763890864,0.04191320293562301,0.04164299296460103,0.04176826561802714,0.0385719220414325,0.03733688006144849,0.03651353113601752,0.03929252381289723
tsme,0.0019980555972984857,0.0018116769969305072,0.0015583685833363953,0.002234965032477096,0.0019708646746676695,0.001186897466582546,0.0017018560064865817,0.00203120941250829,0.0015806680321333259,0.0017425404930229717,0.002105473976636909,0.0017095386659735895,0.0017248716833334716,0.0025852262772081947,0.0020372674693684644,0.001402178584608773,0.0017306030546725983,0.002578295460908534,0.0020644025068282303,0.001713191957173732
yx19,0.011102205586850954,0.009788870997572929,0.011366914211748316,0.01085699988914445,0.011012461938386085,0.012753643267624815,0.012276760462693083,0.010568320109299886,0.010369029992229396,0.009659687408357214,0.014007078107239073,0.010541578889841401,0.010221872863035983,0.012335756828328073,0.01280506715420383,0.01044933871927152,0.010580871459946269,0.010282314086525985,0.010450613653958196,0.011763294889068195
cf18,0.01645558403618874,0.014193607242938847,0.01658949446392964,0.01652020988452676,0.01695035157121903,0.02025728323062224,0.017230825964422665,0.014988945724058428,0.01476596460766422,0.014275432229617723,0.01910664569112385,0.01639156063134666,0.015858667098679384,0.01884320590259919,0.01781826654021921,0.015186755273220477,0.017268851985820895,0.015373721975140357,0.013980662754039374,0.017084859715310756
pme,45445.46835136489,6.9266646756504215,2.0986227064434124,1.571822206282255,1.2343994938125047,0.9333796621957229,2152.744084984144,1.748234007456443,4735.748099379234,1.164563943626646,1.1431364845096288,1.1294950728335598,0.9825237151293919,6.091800949411009,7.55595862044851,1.1957819070865958,1.3956219748686545,1.5940713342781432,1.2537788065778797,0.7594380616370366
pc,3.0549477452422122,2.947372308392648,2.994043626794731,2.9050531327013696,2.900854457663834,2.8653873798921037,2.9497920028186724,3.0102034060989245,2.9353516999784723,3.0686446801965648,2.874606303383817,2.9297176274256542,2.8965200026847397,2.946911747954202,2.9902480576038966,2.950290891397912,3.0540958250957337,2.832472946809123,2.9893435562893185,2.9829136312898665
